CustomerID,Gender,Age,GeographyLocation,CreditCard,Exited,Date,PaymentMode,Year,Month,Status
CUST02551,Female,40,Guinea,Yes,No,2019-01-30,Debit Card,2019,January,Active
CUST02552,Male,57,Sierra Leone,Yes,Yes,2019-07-28,Credit Card,2019,July,Inactive
CUST02553,Male,62,Sierra Leone,Yes,No,2019-12-19,UPI,2019,December,Active
CUST02554,Female,72,Sierra Leone,Yes,No,2017-09-20,Credit Card,2017,September,Active
CUST02555,Male,68,Ivory Coast,Yes,No,2017-06-28,Debit Card,2017,June,Active
CUST02556,Female,39,Sierra Leone,No,No,2016-10-25,Debit Card,2016,October,Active
CUST02557,Female,22,Guinea,Yes,No,2018-11-06,Credit Card,2018,November,Active
CUST02558,Male,48,Guinea,Yes,No,2018-10-27,Credit Card,2018,October,Active
CUST02559,Female,30,Sierra Leone,No,No,2018-08-12,Credit Card,2018,August,Active
CUST02560,Female,45,Ivory Coast,Yes,No,2017-07-01,Debit Card,2017,July,Active
CUST02561,Female,37,Ivory Coast,Yes,Yes,2019-11-27,Credit Card,2019,November,Inactive
CUST02562,Female,50,Ivory Coast,Yes,No,2016-09-27,UPI,2016,September,Active
CUST02563,Female,33,Guinea,Yes,No,2016-03-10,Credit Card,2016,March,Active
CUST02564,Male,46,Ivory Coast,Yes,No,2019-04-23,Net Banking,2019,April,Active
CUST02565,Female,40,Ivory Coast,No,No,2016-08-15,Credit Card,2016,August,Active
CUST02566,Female,41,Sierra Leone,Yes,No,2018-12-28,Credit Card,2018,December,Active
CUST02567,Female,51,Ivory Coast,Yes,No,2016-08-24,Credit Card,2016,August,Active
CUST02568,Female,24,Ivory Coast,Yes,Yes,2016-07-15,UPI,2016,July,Inactive
CUST02569,Female,55,Ivory Coast,Yes,No,2019-02-04,Credit Card,2019,February,Active
CUST02570,Male,54,Sierra Leone,No,Yes,2019-03-15,Debit Card,2019,March,Inactive
CUST02571,Female,21,Sierra Leone,Yes,Yes,2019-03-29,Credit Card,2019,March,Inactive
CUST02572,Male,51,Ivory Coast,Yes,No,2019-06-16,Net Banking,2019,June,Active
CUST02573,Male,59,Guinea,Yes,No,2017-01-03,UPI,2017,January,Active
CUST02574,Male,39,Guinea,Yes,Yes,2019-02-23,Debit Card,2019,February,Inactive
CUST02575,Male,22,Sierra Leone,Yes,No,2019-03-26,Net Banking,2019,March,Active
CUST02576,Female,67,Ivory Coast,Yes,Yes,2018-03-27,Debit Card,2018,March,Inactive
CUST02577,Male,59,Guinea,Yes,No,2018-06-02,Cash,2018,June,Active
CUST02578,Male,40,Ivory Coast,No,No,2017-12-20,Net Banking,2017,December,Active
CUST02579,Female,71,Sierra Leone,Yes,No,2017-12-15,Credit Card,2017,December,Active
CUST02580,Female,32,Guinea,Yes,No,2019-09-01,Credit Card,2019,September,Active
CUST02581,Female,48,Sierra Leone,Yes,Yes,2017-09-30,Debit Card,2017,September,Inactive
CUST02582,Male,26,Ivory Coast,Yes,Yes,2018-03-06,Net Banking,2018,March,Inactive
CUST02583,Female,60,Sierra Leone,Yes,No,2016-12-07,Credit Card,2016,December,Active
CUST02584,Female,70,Sierra Leone,No,No,2016-06-03,Net Banking,2016,June,Active
CUST02585,Male,42,Sierra Leone,Yes,No,2018-09-03,Net Banking,2018,September,Active
CUST02586,Female,42,Sierra Leone,Yes,Yes,2019-03-05,Debit Card,2019,March,Inactive
CUST02587,Female,66,Guinea,No,No,2017-03-31,Net Banking,2017,March,Active
CUST02588,Female,38,Ivory Coast,Yes,No,2016-02-01,UPI,2016,February,Active
CUST02589,Female,26,Guinea,Yes,Yes,2018-09-30,Credit Card,2018,September,Inactive
CUST02590,Male,72,Ivory Coast,Yes,No,2018-11-04,UPI,2018,November,Active
CUST02591,Female,65,Ivory Coast,Yes,No,2016-05-07,Credit Card,2016,May,Active
CUST02592,Female,55,Ivory Coast,Yes,No,2019-11-03,Credit Card,2019,November,Active
CUST02593,Male,39,Ivory Coast,Yes,No,2017-02-27,UPI,2017,February,Active
CUST02594,Female,60,Ivory Coast,Yes,No,2016-04-05,Net Banking,2016,April,Active
CUST02595,Male,40,Guinea,Yes,Yes,2019-08-29,Net Banking,2019,August,Inactive
CUST02596,Female,66,Ivory Coast,No,No,2018-03-25,Debit Card,2018,March,Active
CUST02597,Male,21,Sierra Leone,No,No,2017-09-04,Credit Card,2017,September,Active
CUST02598,Male,46,Guinea,Yes,No,2019-02-15,Debit Card,2019,February,Active
CUST02599,Male,32,Guinea,Yes,No,2017-06-05,Net Banking,2017,June,Active
CUST02600,Male,18,Ivory Coast,Yes,No,2019-02-14,Net Banking,2019,February,Active
CUST02601,Female,71,Sierra Leone,Yes,No,2019-10-03,Credit Card,2019,October,Active
CUST02602,Male,47,Sierra Leone,Yes,No,2019-04-18,Debit Card,2019,April,Active
CUST02603,Female,46,Ivory Coast,Yes,No,2016-08-11,Net Banking,2016,August,Active
CUST02604,Male,37,Ivory Coast,Yes,Yes,2019-06-01,Cash,2019,June,Inactive
CUST02605,Male,50,Sierra Leone,No,No,2016-09-04,Debit Card,2016,September,Active
CUST02606,Male,58,Guinea,Yes,No,2019-07-01,Net Banking,2019,July,Active
CUST02607,Female,61,Guinea,No,No,2019-09-04,UPI,2019,September,Active
CUST02608,Male,53,Ivory Coast,No,Yes,2018-09-01,Debit Card,2018,September,Inactive
CUST02609,Female,39,Guinea,Yes,No,2017-10-10,Debit Card,2017,October,Active
CUST02610,Female,30,Guinea,Yes,No,2018-01-11,Net Banking,2018,January,Active
CUST02611,Female,24,Sierra Leone,Yes,No,2018-05-11,UPI,2018,May,Active
CUST02612,Female,25,Guinea,Yes,No,2017-07-05,Net Banking,2017,July,Active
CUST02613,Female,45,Sierra Leone,Yes,Yes,2018-02-22,Credit Card,2018,February,Inactive
CUST02614,Female,62,Ivory Coast,Yes,No,2018-11-14,Debit Card,2018,November,Active
CUST02615,Female,60,Ivory Coast,Yes,No,2016-05-17,Debit Card,2016,May,Active
CUST02616,Female,26,Sierra Leone,Yes,No,2018-07-14,Debit Card,2018,July,Active
CUST02617,Female,42,Sierra Leone,No,No,2016-01-09,Debit Card,2016,January,Active
CUST02618,Male,73,Ivory Coast,Yes,Yes,2017-07-22,Debit Card,2017,July,Inactive
CUST02619,Male,33,Sierra Leone,Yes,No,2016-10-28,Net Banking,2016,October,Active
CUST02620,Male,27,Ivory Coast,Yes,Yes,2017-09-22,Debit Card,2017,September,Inactive
CUST02621,Male,28,Ivory Coast,No,Yes,2016-06-19,Debit Card,2016,June,Inactive
CUST02622,Male,48,Ivory Coast,Yes,No,2018-06-02,UPI,2018,June,Active
CUST02623,Female,29,Ivory Coast,No,Yes,2017-05-26,UPI,2017,May,Inactive
CUST02624,Female,48,Ivory Coast,No,No,2017-01-03,Debit Card,2017,January,Active
CUST02625,Female,31,Ivory Coast,No,No,2017-01-09,Cash,2017,January,Active
CUST02626,Female,68,Guinea,Yes,No,2016-07-22,Credit Card,2016,July,Active
CUST02627,Female,61,Guinea,Yes,Yes,2016-02-26,Debit Card,2016,February,Inactive
CUST02628,Female,49,Ivory Coast,Yes,No,2017-10-18,Credit Card,2017,October,Active
CUST02629,Female,67,Guinea,Yes,Yes,2018-11-14,UPI,2018,November,Inactive
CUST02630,Male,70,Sierra Leone,Yes,No,2019-11-15,UPI,2019,November,Active
CUST02631,Male,34,Sierra Leone,Yes,No,2018-12-14,Net Banking,2018,December,Active
CUST02632,Male,52,Ivory Coast,Yes,No,2016-05-26,Credit Card,2016,May,Active
CUST02633,Male,18,Guinea,Yes,No,2018-09-03,Net Banking,2018,September,Active
CUST02634,Female,46,Sierra Leone,Yes,Yes,2019-01-15,Debit Card,2019,January,Inactive
CUST02635,Female,68,Sierra Leone,Yes,No,2018-10-01,UPI,2018,October,Active
CUST02636,Female,21,Sierra Leone,No,Yes,2018-07-10,Credit Card,2018,July,Inactive
CUST02637,Male,40,Sierra Leone,Yes,No,2016-03-12,Credit Card,2016,March,Active
CUST02638,Female,45,Guinea,Yes,No,2018-01-19,Cash,2018,January,Active
CUST02639,Female,33,Sierra Leone,Yes,Yes,2018-08-10,Debit Card,2018,August,Inactive
CUST02640,Female,29,Sierra Leone,No,No,2016-05-15,Debit Card,2016,May,Active
CUST02641,Male,70,Sierra Leone,No,No,2018-12-05,Debit Card,2018,December,Active
CUST02642,Female,38,Ivory Coast,Yes,Yes,2017-05-31,UPI,2017,May,Inactive
CUST02643,Male,62,Sierra Leone,Yes,No,2018-11-01,Debit Card,2018,November,Active
CUST02644,Male,34,Sierra Leone,Yes,No,2016-01-27,Debit Card,2016,January,Active
CUST02645,Male,57,Guinea,Yes,No,2016-03-24,Credit Card,2016,March,Active
CUST02646,Male,30,Sierra Leone,No,No,2017-07-01,Debit Card,2017,July,Active
CUST02647,Female,69,Sierra Leone,Yes,No,2018-12-11,UPI,2018,December,Active
CUST02648,Male,49,Sierra Leone,Yes,No,2016-03-14,Cash,2016,March,Active
CUST02649,Male,54,Ivory Coast,Yes,No,2017-05-04,Cash,2017,May,Active
CUST02650,Female,67,Guinea,No,No,2019-06-25,Debit Card,2019,June,Active
CUST02651,Female,32,Guinea,Yes,No,2016-01-12,UPI,2016,January,Active
CUST02652,Male,29,Ivory Coast,No,No,2019-09-21,Net Banking,2019,September,Active
CUST02653,Female,66,Ivory Coast,Yes,No,2019-07-01,Debit Card,2019,July,Active
CUST02654,Male,74,Guinea,Yes,No,2017-11-01,UPI,2017,November,Active
CUST02655,Male,32,Sierra Leone,Yes,No,2017-08-25,UPI,2017,August,Active
CUST02656,Male,51,Guinea,Yes,No,2017-11-02,Credit Card,2017,November,Active
CUST02657,Male,23,Ivory Coast,No,No,2018-09-28,UPI,2018,September,Active
CUST02658,Female,34,Sierra Leone,No,Yes,2018-04-11,UPI,2018,April,Inactive
CUST02659,Male,65,Guinea,Yes,No,2019-02-01,Net Banking,2019,February,Active
CUST02660,Female,66,Sierra Leone,Yes,No,2017-08-25,UPI,2017,August,Active
CUST02661,Female,74,Sierra Leone,Yes,Yes,2016-11-10,Debit Card,2016,November,Inactive
CUST02662,Female,37,Ivory Coast,Yes,Yes,2018-03-03,UPI,2018,March,Inactive
CUST02663,Female,26,Guinea,Yes,No,2016-03-08,Net Banking,2016,March,Active
CUST02664,Male,22,Ivory Coast,Yes,No,2019-04-10,Debit Card,2019,April,Active
CUST02665,Female,40,Guinea,No,Yes,2019-03-12,Credit Card,2019,March,Inactive
CUST02666,Male,50,Guinea,No,No,2016-07-15,UPI,2016,July,Active
CUST02667,Female,55,Sierra Leone,Yes,No,2019-04-11,UPI,2019,April,Active
CUST02668,Female,73,Sierra Leone,No,Yes,2017-10-26,Cash,2017,October,Inactive
CUST02669,Male,31,Sierra Leone,Yes,No,2017-06-05,Credit Card,2017,June,Active
CUST02670,Male,34,Ivory Coast,Yes,No,2016-07-08,Credit Card,2016,July,Active
CUST02671,Male,74,Sierra Leone,Yes,No,2016-01-12,Net Banking,2016,January,Active
CUST02672,Female,36,Ivory Coast,Yes,No,2018-08-20,UPI,2018,August,Active
CUST02673,Female,50,Sierra Leone,No,Yes,2018-11-18,UPI,2018,November,Inactive
CUST02674,Male,18,Ivory Coast,No,No,2018-09-15,Debit Card,2018,September,Active
CUST02675,Male,30,Guinea,Yes,No,2017-07-08,Net Banking,2017,July,Active
CUST02676,Male,63,Ivory Coast,Yes,No,2016-03-28,Credit Card,2016,March,Active
CUST02677,Male,44,Ivory Coast,Yes,Yes,2018-05-05,Net Banking,2018,May,Inactive
CUST02678,Female,23,Ivory Coast,Yes,Yes,2017-04-17,Credit Card,2017,April,Inactive
CUST02679,Male,23,Guinea,No,Yes,2016-04-20,Credit Card,2016,April,Inactive
CUST02680,Male,50,Ivory Coast,No,No,2017-02-24,UPI,2017,February,Active
CUST02681,Male,47,Guinea,Yes,No,2016-03-09,Debit Card,2016,March,Active
CUST02682,Male,63,Sierra Leone,No,Yes,2016-04-28,Credit Card,2016,April,Inactive
CUST02683,Female,52,Sierra Leone,Yes,No,2018-02-17,Debit Card,2018,February,Active
CUST02684,Male,40,Guinea,Yes,No,2019-12-18,Credit Card,2019,December,Active
CUST02685,Female,27,Ivory Coast,Yes,No,2016-09-03,Debit Card,2016,September,Active
CUST02686,Male,68,Sierra Leone,No,Yes,2018-04-10,Credit Card,2018,April,Inactive
CUST02687,Male,36,Ivory Coast,Yes,No,2016-01-22,Credit Card,2016,January,Active
CUST02688,Female,68,Ivory Coast,No,Yes,2017-02-02,Credit Card,2017,February,Inactive
CUST02689,Male,45,Guinea,Yes,No,2016-11-21,Debit Card,2016,November,Active
CUST02690,Female,40,Sierra Leone,Yes,Yes,2019-04-30,Credit Card,2019,April,Inactive
CUST02691,Female,21,Guinea,Yes,No,2017-08-24,Debit Card,2017,August,Active
CUST02692,Male,37,Guinea,No,No,2017-10-07,Debit Card,2017,October,Active
CUST02693,Female,36,Guinea,Yes,Yes,2016-12-17,UPI,2016,December,Inactive
CUST02694,Female,59,Guinea,No,No,2018-03-21,UPI,2018,March,Active
CUST02695,Female,44,Ivory Coast,Yes,No,2017-02-07,UPI,2017,February,Active
CUST02696,Female,74,Sierra Leone,Yes,No,2017-09-28,Debit Card,2017,September,Active
CUST02697,Female,51,Sierra Leone,No,No,2019-12-21,Credit Card,2019,December,Active
CUST02698,Female,21,Sierra Leone,Yes,No,2017-12-02,Debit Card,2017,December,Active
CUST02699,Female,73,Ivory Coast,No,No,2016-11-18,Net Banking,2016,November,Active
CUST02700,Female,55,Ivory Coast,Yes,No,2017-08-16,Debit Card,2017,August,Active
CUST02701,Male,24,Guinea,Yes,No,2016-08-14,Net Banking,2016,August,Active
CUST02702,Male,65,Guinea,No,No,2016-06-28,Net Banking,2016,June,Active
CUST02703,Female,24,Guinea,No,Yes,2018-08-27,UPI,2018,August,Inactive
CUST02704,Male,67,Guinea,Yes,No,2018-09-16,UPI,2018,September,Active
CUST02705,Female,69,Sierra Leone,Yes,No,2019-12-09,UPI,2019,December,Active
CUST02706,Female,43,Guinea,Yes,No,2018-08-08,Credit Card,2018,August,Active
CUST02707,Male,43,Ivory Coast,Yes,Yes,2018-04-15,Cash,2018,April,Inactive
CUST02708,Female,71,Ivory Coast,Yes,No,2019-08-29,Net Banking,2019,August,Active
CUST02709,Female,36,Ivory Coast,Yes,No,2017-10-25,Net Banking,2017,October,Active
CUST02710,Female,26,Guinea,No,No,2016-06-02,Credit Card,2016,June,Active
CUST02711,Female,37,Sierra Leone,No,No,2018-01-02,Debit Card,2018,January,Active
CUST02712,Male,59,Sierra Leone,Yes,No,2018-03-16,Net Banking,2018,March,Active
CUST02713,Female,62,Guinea,No,No,2018-11-25,Credit Card,2018,November,Active
CUST02714,Female,67,Guinea,Yes,No,2016-05-01,Credit Card,2016,May,Active
CUST02715,Female,33,Ivory Coast,Yes,No,2016-06-30,Debit Card,2016,June,Active
CUST02716,Male,71,Ivory Coast,No,No,2019-12-20,Debit Card,2019,December,Active
CUST02717,Female,34,Sierra Leone,No,Yes,2019-02-01,Credit Card,2019,February,Inactive
CUST02718,Male,39,Ivory Coast,Yes,No,2019-01-10,Debit Card,2019,January,Active
CUST02719,Male,30,Ivory Coast,No,Yes,2017-06-19,Credit Card,2017,June,Inactive
CUST02720,Female,29,Guinea,Yes,No,2016-12-03,Debit Card,2016,December,Active
CUST02721,Female,27,Sierra Leone,No,No,2016-04-12,Credit Card,2016,April,Active
CUST02722,Male,18,Guinea,Yes,No,2019-07-11,Cash,2019,July,Active
CUST02723,Female,49,Sierra Leone,No,No,2016-08-18,Credit Card,2016,August,Active
CUST02724,Male,47,Guinea,Yes,No,2019-04-20,Net Banking,2019,April,Active
CUST02725,Male,25,Sierra Leone,Yes,No,2017-09-18,Credit Card,2017,September,Active
CUST02726,Female,38,Ivory Coast,Yes,No,2018-02-17,Debit Card,2018,February,Active
CUST02727,Female,39,Sierra Leone,Yes,Yes,2018-05-24,Credit Card,2018,May,Inactive
CUST02728,Male,35,Sierra Leone,Yes,No,2019-06-04,Cash,2019,June,Active
CUST02729,Male,19,Guinea,No,No,2017-12-28,Credit Card,2017,December,Active
CUST02730,Male,65,Sierra Leone,No,Yes,2018-08-30,Debit Card,2018,August,Inactive
CUST02731,Male,61,Sierra Leone,Yes,No,2018-05-12,Net Banking,2018,May,Active
CUST02732,Female,26,Sierra Leone,No,Yes,2018-06-08,UPI,2018,June,Inactive
CUST02733,Female,20,Guinea,Yes,Yes,2016-01-03,Net Banking,2016,January,Inactive
CUST02734,Female,71,Sierra Leone,Yes,No,2019-09-15,Credit Card,2019,September,Active
CUST02735,Female,43,Guinea,No,No,2019-09-06,Net Banking,2019,September,Active
CUST02736,Female,38,Ivory Coast,Yes,Yes,2018-06-26,Cash,2018,June,Inactive
CUST02737,Male,47,Guinea,No,No,2019-04-22,UPI,2019,April,Active
CUST02738,Female,45,Sierra Leone,No,No,2016-06-28,Debit Card,2016,June,Active
CUST02739,Female,53,Ivory Coast,Yes,No,2016-05-04,Debit Card,2016,May,Active
CUST02740,Female,43,Sierra Leone,Yes,No,2019-11-19,Credit Card,2019,November,Active
CUST02741,Female,51,Guinea,Yes,Yes,2017-01-19,Net Banking,2017,January,Inactive
CUST02742,Female,25,Ivory Coast,No,Yes,2019-02-09,Credit Card,2019,February,Inactive
CUST02743,Male,27,Ivory Coast,Yes,No,2017-10-07,Credit Card,2017,October,Active
CUST02744,Male,65,Ivory Coast,Yes,No,2016-07-20,Debit Card,2016,July,Active
CUST02745,Male,72,Sierra Leone,Yes,No,2017-10-25,Credit Card,2017,October,Active
CUST02746,Female,60,Ivory Coast,Yes,Yes,2016-11-23,Credit Card,2016,November,Inactive
CUST02747,Male,67,Ivory Coast,No,No,2018-04-28,Credit Card,2018,April,Active
CUST02748,Male,71,Ivory Coast,Yes,No,2017-02-11,Cash,2017,February,Active
CUST02749,Female,31,Ivory Coast,No,No,2017-08-11,UPI,2017,August,Active
CUST02750,Female,57,Guinea,Yes,No,2016-09-21,Debit Card,2016,September,Active
CUST02751,Female,72,Sierra Leone,Yes,No,2016-09-10,Credit Card,2016,September,Active
CUST02752,Male,32,Sierra Leone,Yes,No,2018-12-29,Debit Card,2018,December,Active
CUST02753,Male,34,Ivory Coast,No,No,2019-09-27,Net Banking,2019,September,Active
CUST02754,Female,70,Guinea,Yes,No,2019-05-21,Credit Card,2019,May,Active
CUST02755,Female,35,Ivory Coast,Yes,No,2017-09-01,Cash,2017,September,Active
CUST02756,Male,49,Sierra Leone,Yes,No,2019-02-20,Net Banking,2019,February,Active
CUST02757,Male,55,Sierra Leone,Yes,No,2017-06-20,Cash,2017,June,Active
CUST02758,Female,40,Sierra Leone,Yes,No,2018-05-29,Debit Card,2018,May,Active
CUST02759,Female,63,Ivory Coast,Yes,No,2017-07-03,Net Banking,2017,July,Active
CUST02760,Male,40,Ivory Coast,Yes,No,2019-05-03,Debit Card,2019,May,Active
CUST02761,Female,52,Guinea,Yes,No,2016-09-26,Credit Card,2016,September,Active
CUST02762,Male,56,Guinea,No,Yes,2018-02-16,UPI,2018,February,Inactive
CUST02763,Male,32,Sierra Leone,Yes,Yes,2018-12-25,Debit Card,2018,December,Inactive
CUST02764,Male,70,Sierra Leone,Yes,No,2016-07-17,Debit Card,2016,July,Active
CUST02765,Male,41,Guinea,Yes,No,2016-05-21,Debit Card,2016,May,Active
CUST02766,Female,45,Sierra Leone,Yes,No,2019-06-18,Debit Card,2019,June,Active
CUST02767,Female,33,Guinea,Yes,Yes,2019-05-17,Net Banking,2019,May,Inactive
CUST02768,Male,33,Ivory Coast,Yes,No,2019-02-23,Net Banking,2019,February,Active
CUST02769,Male,57,Sierra Leone,Yes,No,2019-07-13,UPI,2019,July,Active
CUST02770,Male,56,Sierra Leone,Yes,No,2016-12-20,Cash,2016,December,Active
CUST02771,Male,23,Guinea,Yes,Yes,2018-03-27,Debit Card,2018,March,Inactive
CUST02772,Male,19,Ivory Coast,No,No,2016-06-24,Debit Card,2016,June,Active
CUST02773,Female,71,Sierra Leone,No,No,2017-01-21,Debit Card,2017,January,Active
CUST02774,Female,30,Sierra Leone,No,No,2018-12-06,Credit Card,2018,December,Active
CUST02775,Female,61,Guinea,Yes,No,2017-07-25,UPI,2017,July,Active
CUST02776,Female,64,Ivory Coast,Yes,No,2018-03-03,Net Banking,2018,March,Active
CUST02777,Male,26,Guinea,No,No,2017-09-24,Credit Card,2017,September,Active
CUST02778,Male,51,Ivory Coast,Yes,No,2016-06-15,UPI,2016,June,Active
CUST02779,Male,34,Ivory Coast,Yes,Yes,2017-07-11,Net Banking,2017,July,Inactive
CUST02780,Male,44,Guinea,Yes,No,2019-05-25,Credit Card,2019,May,Active
CUST02781,Male,46,Guinea,Yes,Yes,2019-08-15,Credit Card,2019,August,Inactive
CUST02782,Female,54,Ivory Coast,No,No,2018-03-07,UPI,2018,March,Active
CUST02783,Male,60,Guinea,No,No,2019-09-24,Debit Card,2019,September,Active
CUST02784,Female,39,Sierra Leone,No,No,2019-01-31,Cash,2019,January,Active
CUST02785,Female,68,Sierra Leone,No,No,2016-03-26,Debit Card,2016,March,Active
CUST02786,Female,41,Sierra Leone,Yes,No,2019-06-03,Credit Card,2019,June,Active
CUST02787,Female,24,Sierra Leone,No,No,2017-10-28,Net Banking,2017,October,Active
CUST02788,Male,51,Sierra Leone,Yes,No,2019-10-23,Credit Card,2019,October,Active
CUST02789,Female,65,Guinea,Yes,No,2016-01-03,UPI,2016,January,Active
CUST02790,Female,29,Ivory Coast,Yes,No,2018-04-03,Net Banking,2018,April,Active
CUST02791,Female,40,Guinea,No,Yes,2018-05-28,Cash,2018,May,Inactive
CUST02792,Male,32,Sierra Leone,No,No,2019-09-05,Net Banking,2019,September,Active
CUST02793,Male,50,Sierra Leone,Yes,No,2018-02-27,Credit Card,2018,February,Active
CUST02794,Male,74,Guinea,Yes,Yes,2018-11-13,Debit Card,2018,November,Inactive
CUST02795,Female,30,Guinea,Yes,No,2017-06-08,Debit Card,2017,June,Active
CUST02796,Female,40,Ivory Coast,Yes,Yes,2018-08-23,UPI,2018,August,Inactive
CUST02797,Male,55,Sierra Leone,Yes,No,2019-05-26,Debit Card,2019,May,Active
CUST02798,Female,49,Guinea,No,No,2017-05-10,Net Banking,2017,May,Active
CUST02799,Male,62,Ivory Coast,Yes,No,2017-11-13,Credit Card,2017,November,Active
CUST02800,Male,67,Sierra Leone,Yes,No,2018-05-11,Credit Card,2018,May,Active
CUST02801,Female,52,Sierra Leone,No,No,2017-08-12,Debit Card,2017,August,Active
CUST02802,Female,18,Sierra Leone,Yes,Yes,2019-01-30,Net Banking,2019,January,Inactive
CUST02803,Female,64,Guinea,Yes,No,2016-01-30,Debit Card,2016,January,Active
CUST02804,Female,62,Sierra Leone,No,No,2017-04-11,Debit Card,2017,April,Active
CUST02805,Male,22,Sierra Leone,No,No,2016-07-21,Credit Card,2016,July,Active
CUST02806,Male,74,Ivory Coast,Yes,No,2017-12-24,Net Banking,2017,December,Active
CUST02807,Male,30,Guinea,Yes,Yes,2016-06-01,Credit Card,2016,June,Inactive
CUST02808,Male,71,Ivory Coast,Yes,No,2017-11-08,Debit Card,2017,November,Active
CUST02809,Male,22,Guinea,Yes,No,2016-02-12,Credit Card,2016,February,Active
CUST02810,Female,49,Sierra Leone,Yes,No,2017-02-17,Net Banking,2017,February,Active
CUST02811,Male,68,Ivory Coast,Yes,Yes,2017-03-18,Credit Card,2017,March,Inactive
CUST02812,Male,38,Guinea,No,Yes,2016-05-30,UPI,2016,May,Inactive
CUST02813,Male,41,Guinea,Yes,Yes,2018-12-03,Debit Card,2018,December,Inactive
CUST02814,Female,35,Sierra Leone,Yes,Yes,2019-07-04,Net Banking,2019,July,Inactive
CUST02815,Female,38,Sierra Leone,Yes,No,2019-01-31,UPI,2019,January,Active
CUST02816,Female,71,Ivory Coast,Yes,No,2018-04-09,Credit Card,2018,April,Active
CUST02817,Female,27,Ivory Coast,Yes,Yes,2019-05-16,Debit Card,2019,May,Inactive
CUST02818,Male,41,Guinea,No,No,2019-11-18,UPI,2019,November,Active
CUST02819,Male,57,Ivory Coast,Yes,No,2016-04-17,Debit Card,2016,April,Active
CUST02820,Female,64,Sierra Leone,Yes,No,2016-11-24,Debit Card,2016,November,Active
CUST02821,Female,38,Ivory Coast,Yes,No,2019-09-19,Debit Card,2019,September,Active
CUST02822,Male,42,Ivory Coast,Yes,No,2017-12-06,Debit Card,2017,December,Active
CUST02823,Male,69,Guinea,Yes,No,2017-09-24,Net Banking,2017,September,Active
CUST02824,Female,74,Sierra Leone,Yes,No,2018-08-07,Credit Card,2018,August,Active
CUST02825,Female,40,Guinea,Yes,No,2017-08-19,Debit Card,2017,August,Active
CUST02826,Female,39,Sierra Leone,Yes,No,2017-03-01,Net Banking,2017,March,Active
CUST02827,Female,21,Sierra Leone,No,No,2018-06-25,UPI,2018,June,Active
CUST02828,Male,51,Guinea,Yes,Yes,2016-08-20,Debit Card,2016,August,Inactive
CUST02829,Male,73,Ivory Coast,Yes,No,2017-03-26,UPI,2017,March,Active
CUST02830,Male,23,Guinea,Yes,Yes,2018-01-24,Debit Card,2018,January,Inactive
CUST02831,Female,45,Ivory Coast,Yes,No,2019-07-14,Net Banking,2019,July,Active
CUST02832,Female,48,Guinea,Yes,No,2017-05-30,Credit Card,2017,May,Active
CUST02833,Male,52,Guinea,Yes,No,2017-08-13,Credit Card,2017,August,Active
CUST02834,Male,56,Ivory Coast,Yes,No,2019-11-03,UPI,2019,November,Active
CUST02835,Male,59,Ivory Coast,No,No,2017-04-28,Net Banking,2017,April,Active
CUST02836,Male,40,Ivory Coast,Yes,Yes,2016-03-19,UPI,2016,March,Inactive
CUST02837,Female,23,Guinea,No,No,2017-11-19,UPI,2017,November,Active
CUST02838,Male,33,Ivory Coast,No,No,2019-06-19,Debit Card,2019,June,Active
CUST02839,Male,19,Ivory Coast,Yes,No,2017-02-09,UPI,2017,February,Active
CUST02840,Male,41,Ivory Coast,Yes,No,2018-06-24,Debit Card,2018,June,Active
CUST02841,Male,34,Sierra Leone,Yes,Yes,2016-10-02,Debit Card,2016,October,Inactive
CUST02842,Male,62,Ivory Coast,Yes,Yes,2016-06-26,Credit Card,2016,June,Inactive
CUST02843,Male,18,Ivory Coast,Yes,Yes,2017-11-01,UPI,2017,November,Inactive
CUST02844,Male,23,Ivory Coast,Yes,No,2018-03-22,Debit Card,2018,March,Active
CUST02845,Female,22,Sierra Leone,No,No,2018-09-26,Net Banking,2018,September,Active
CUST02846,Female,74,Sierra Leone,Yes,Yes,2018-09-14,Credit Card,2018,September,Inactive
CUST02847,Female,62,Ivory Coast,Yes,No,2016-11-26,UPI,2016,November,Active
CUST02848,Female,72,Ivory Coast,Yes,No,2017-07-06,UPI,2017,July,Active
CUST02849,Male,67,Ivory Coast,Yes,No,2019-07-17,Debit Card,2019,July,Active
CUST02850,Female,46,Ivory Coast,No,No,2016-06-22,Net Banking,2016,June,Active
CUST02851,Female,29,Sierra Leone,Yes,No,2017-04-21,Debit Card,2017,April,Active
CUST02852,Male,56,Ivory Coast,Yes,No,2016-04-01,Net Banking,2016,April,Active
CUST02853,Male,64,Sierra Leone,No,No,2017-05-24,UPI,2017,May,Active
CUST02854,Female,20,Guinea,No,No,2018-06-14,Cash,2018,June,Active
CUST02855,Female,65,Sierra Leone,No,No,2017-08-23,Debit Card,2017,August,Active
CUST02856,Male,18,Guinea,No,No,2017-08-21,Debit Card,2017,August,Active
CUST02857,Female,44,Sierra Leone,Yes,No,2017-02-17,Debit Card,2017,February,Active
CUST02858,Male,65,Sierra Leone,Yes,No,2016-05-16,UPI,2016,May,Active
CUST02859,Male,41,Sierra Leone,Yes,No,2017-11-08,Net Banking,2017,November,Active
